".mean","item_id","date","sales"
0.256353544078059,"FOODS_3_001",2016-04-25,1
0.557424329405828,"FOODS_3_001",2016-04-26,0
0.248833335923684,"FOODS_3_001",2016-04-27,0
0.221819421118735,"FOODS_3_001",2016-04-28,1
0.441923718069262,"FOODS_3_001",2016-04-29,0
0.419993596810276,"FOODS_3_001",2016-04-30,1
0.175476847800829,"FOODS_3_001",2016-05-01,0
0.244654884906931,"FOODS_3_001",2016-05-02,0
0.762462338832417,"FOODS_3_001",2016-05-03,0
0.687424127812574,"FOODS_3_001",2016-05-04,0
0.180180178731161,"FOODS_3_001",2016-05-05,1
0.641610890938219,"FOODS_3_001",2016-05-06,0
0.716494587309769,"FOODS_3_001",2016-05-07,1
0.2399659863306,"FOODS_3_001",2016-05-08,1
0.243708360855637,"FOODS_3_001",2016-05-09,0
1.10346020591796,"FOODS_3_001",2016-05-10,0
0.423904688885094,"FOODS_3_001",2016-05-11,0
0.193897405682352,"FOODS_3_001",2016-05-12,4
0.408217209762469,"FOODS_3_001",2016-05-13,1
0.364714936629009,"FOODS_3_001",2016-05-14,0
0.251916219058422,"FOODS_3_001",2016-05-15,0
0.305381711800421,"FOODS_3_001",2016-05-16,0
0.741853605682834,"FOODS_3_001",2016-05-17,0
0.555802968652061,"FOODS_3_001",2016-05-18,0
0.223521661593516,"FOODS_3_001",2016-05-19,0
0.311861461394096,"FOODS_3_001",2016-05-20,0
1.04421558613455,"FOODS_3_001",2016-05-21,1
0.350056918280493,"FOODS_3_001",2016-05-22,0
0.21864179467393,"FOODS_3_002",2016-04-25,0
0.183702684309267,"FOODS_3_002",2016-04-26,0
0.217430383300218,"FOODS_3_002",2016-04-27,0
0.265876153564239,"FOODS_3_002",2016-04-28,0
0.218585086649871,"FOODS_3_002",2016-04-29,0
0.207821543201826,"FOODS_3_002",2016-04-30,0
0.312798478796242,"FOODS_3_002",2016-05-01,0
0.22412878803263,"FOODS_3_002",2016-05-02,0
0.278358523798335,"FOODS_3_002",2016-05-03,0
0.245591745160694,"FOODS_3_002",2016-05-04,2
0.269654940978973,"FOODS_3_002",2016-05-05,1
0.248430656384161,"FOODS_3_002",2016-05-06,2
0.258366330397402,"FOODS_3_002",2016-05-07,3
0.424660078845195,"FOODS_3_002",2016-05-08,1
0.432552027188878,"FOODS_3_002",2016-05-09,4
0.56239882328563,"FOODS_3_002",2016-05-10,0
0.286330746995426,"FOODS_3_002",2016-05-11,1
0.37481709176886,"FOODS_3_002",2016-05-12,4
0.302650215051834,"FOODS_3_002",2016-05-13,2
0.340312324655583,"FOODS_3_002",2016-05-14,0
0.319195464446991,"FOODS_3_002",2016-05-15,0
0.319484732038647,"FOODS_3_002",2016-05-16,2
0.337045907151821,"FOODS_3_002",2016-05-17,1
0.330496565228456,"FOODS_3_002",2016-05-18,0
0.363684961990599,"FOODS_3_002",2016-05-19,3
0.345963501214915,"FOODS_3_002",2016-05-20,1
0.350029482418411,"FOODS_3_002",2016-05-21,1
0.357076446422385,"FOODS_3_002",2016-05-22,1
0.0505314073930177,"FOODS_3_003",2016-04-25,0
0.969661193970951,"FOODS_3_003",2016-04-26,0
0.0767870853384642,"FOODS_3_003",2016-04-27,1
0.0596770889329335,"FOODS_3_003",2016-04-28,0
0.320487926452497,"FOODS_3_003",2016-04-29,0
0.235405313955864,"FOODS_3_003",2016-04-30,0
0.0853517010791766,"FOODS_3_003",2016-05-01,0
0.0623483971399947,"FOODS_3_003",2016-05-02,0
0.894400071254421,"FOODS_3_003",2016-05-03,1
0.0679741469675427,"FOODS_3_003",2016-05-04,1
0.0691953629435538,"FOODS_3_003",2016-05-05,2
0.61270442717809,"FOODS_3_003",2016-05-06,0
0.248182213598757,"FOODS_3_003",2016-05-07,1
0.199264550128957,"FOODS_3_003",2016-05-08,2
0.18641379881906,"FOODS_3_003",2016-05-09,0
1.00467544400692,"FOODS_3_003",2016-05-10,0
0.285155667335247,"FOODS_3_003",2016-05-11,1
0.0872884512348664,"FOODS_3_003",2016-05-12,1
0.395317455090268,"FOODS_3_003",2016-05-13,2
0.296102382440631,"FOODS_3_003",2016-05-14,0
0.145379446535853,"FOODS_3_003",2016-05-15,2
0.160115013371461,"FOODS_3_003",2016-05-16,1
0.748964017026946,"FOODS_3_003",2016-05-17,0
0.136506438151069,"FOODS_3_003",2016-05-18,2
0.114106923854914,"FOODS_3_003",2016-05-19,0
0.430246091033736,"FOODS_3_003",2016-05-20,0
0.22731260829653,"FOODS_3_003",2016-05-21,2
0.137950213727151,"FOODS_3_003",2016-05-22,1
0.0612930149498214,"FOODS_3_004",2016-04-25,0
0.0669817326693377,"FOODS_3_004",2016-04-26,0
0.0582273690336962,"FOODS_3_004",2016-04-27,0
0.0558967877262519,"FOODS_3_004",2016-04-28,0
0.0590814227569672,"FOODS_3_004",2016-04-29,1
0.296335037678582,"FOODS_3_004",2016-04-30,0
0.0741077841684585,"FOODS_3_004",2016-05-01,1
0.0771383108014833,"FOODS_3_004",2016-05-02,0
0.0866446250865471,"FOODS_3_004",2016-05-03,0
0.0967832901505854,"FOODS_3_004",2016-05-04,0
0.0573815997739617,"FOODS_3_004",2016-05-05,0
0.0715668941187158,"FOODS_3_004",2016-05-06,0
0.16057600357075,"FOODS_3_004",2016-05-07,1
0.0731747037778374,"FOODS_3_004",2016-05-08,1
0.0647840668638467,"FOODS_3_004",2016-05-09,0
0.0684106555801411,"FOODS_3_004",2016-05-10,0
0.0852859138852916,"FOODS_3_004",2016-05-11,0
0.0665586816291079,"FOODS_3_004",2016-05-12,0
0.0797070648082427,"FOODS_3_004",2016-05-13,0
0.17116962048322,"FOODS_3_004",2016-05-14,0
0.1005246285699,"FOODS_3_004",2016-05-15,0
0.0655453162258938,"FOODS_3_004",2016-05-16,0
0.117526811417563,"FOODS_3_004",2016-05-17,0
0.0941124991687169,"FOODS_3_004",2016-05-18,0
0.0612192020569215,"FOODS_3_004",2016-05-19,0
0.0636848343321943,"FOODS_3_004",2016-05-20,0
0.17952173159253,"FOODS_3_004",2016-05-21,1
0.298592773760111,"FOODS_3_004",2016-05-22,0
0.620585303432557,"FOODS_3_005",2016-04-25,1
0.301716867376709,"FOODS_3_005",2016-04-26,1
0.59452854979048,"FOODS_3_005",2016-04-27,2
0.685543285984811,"FOODS_3_005",2016-04-28,0
0.304018084261723,"FOODS_3_005",2016-04-29,2
1.29398599470456,"FOODS_3_005",2016-04-30,0
0.853563087584998,"FOODS_3_005",2016-05-01,2
0.659131966138329,"FOODS_3_005",2016-05-02,1
0.689522284553114,"FOODS_3_005",2016-05-03,4
0.584576359668098,"FOODS_3_005",2016-05-04,0
0.789299865600171,"FOODS_3_005",2016-05-05,2
0.358741408989615,"FOODS_3_005",2016-05-06,1
1.17552931594395,"FOODS_3_005",2016-05-07,4
1.41502448081625,"FOODS_3_005",2016-05-08,4
1.02683410387208,"FOODS_3_005",2016-05-09,3
0.582906920828049,"FOODS_3_005",2016-05-10,2
1.20691896788155,"FOODS_3_005",2016-05-11,3
1.25992495156049,"FOODS_3_005",2016-05-12,2
0.619344750241487,"FOODS_3_005",2016-05-13,1
1.62656197430242,"FOODS_3_005",2016-05-14,0
1.21257377899051,"FOODS_3_005",2016-05-15,1
0.766157924099811,"FOODS_3_005",2016-05-16,1
0.840383069832524,"FOODS_3_005",2016-05-17,1
0.626094661119526,"FOODS_3_005",2016-05-18,2
1.66780714126556,"FOODS_3_005",2016-05-19,4
0.47496171415454,"FOODS_3_005",2016-05-20,2
1.99345742337075,"FOODS_3_005",2016-05-21,1
1.35010617546282,"FOODS_3_005",2016-05-22,3
0.716434793669353,"FOODS_3_006",2016-04-25,0
0.955751609603167,"FOODS_3_006",2016-04-26,1
0.134480641146794,"FOODS_3_006",2016-04-27,1
0.425482727706452,"FOODS_3_006",2016-04-28,0
0.917369783894094,"FOODS_3_006",2016-04-29,1
1.26561186798417,"FOODS_3_006",2016-04-30,1
0.54763801000484,"FOODS_3_006",2016-05-01,3
1.07079238738667,"FOODS_3_006",2016-05-02,1
0.928950799144209,"FOODS_3_006",2016-05-03,0
0.221424485468072,"FOODS_3_006",2016-05-04,2
0.965030352885487,"FOODS_3_006",2016-05-05,2
1.49790865990873,"FOODS_3_006",2016-05-06,0
1.06969110242334,"FOODS_3_006",2016-05-07,5
0.793477714046611,"FOODS_3_006",2016-05-08,3
1.71284941086833,"FOODS_3_006",2016-05-09,1
2.13230541217552,"FOODS_3_006",2016-05-10,3
0.24050423418961,"FOODS_3_006",2016-05-11,4
0.793351303858227,"FOODS_3_006",2016-05-12,0
0.361842781421171,"FOODS_3_006",2016-05-13,0
0.858662547488998,"FOODS_3_006",2016-05-14,6
0.847043169926688,"FOODS_3_006",2016-05-15,0
0.572564758302478,"FOODS_3_006",2016-05-16,1
1.38466519164352,"FOODS_3_006",2016-05-17,0
0.215702556435437,"FOODS_3_006",2016-05-18,0
0.254642585725999,"FOODS_3_006",2016-05-19,1
0.752549956718033,"FOODS_3_006",2016-05-20,2
1.31426411489942,"FOODS_3_006",2016-05-21,1
0.502093514039314,"FOODS_3_006",2016-05-22,1
1.77429226440599,"FOODS_3_007",2016-04-25,8
1.87904903003341,"FOODS_3_007",2016-04-26,0
1.9620844011927,"FOODS_3_007",2016-04-27,3
2.07869585741539,"FOODS_3_007",2016-04-28,0
2.31039614530089,"FOODS_3_007",2016-04-29,15
2.50852564578705,"FOODS_3_007",2016-04-30,0
2.8625868423685,"FOODS_3_007",2016-05-01,12
2.79154423577726,"FOODS_3_007",2016-05-02,6
2.68283292552959,"FOODS_3_007",2016-05-03,14
2.73012906903701,"FOODS_3_007",2016-05-04,17
