"item_id","date","sales.x",".mean","sales.y"
"FOODS_3_001",2016-04-25,1,0.284164119148452,sample[5000]
"FOODS_3_001",2016-04-26,0,0.364230194838731,sample[5000]
"FOODS_3_001",2016-04-27,0,0.245595670314617,sample[5000]
"FOODS_3_001",2016-04-28,1,0.274357894101698,sample[5000]
"FOODS_3_001",2016-04-29,0,0.28652185988378,sample[5000]
"FOODS_3_001",2016-04-30,1,0.225240048650145,sample[5000]
"FOODS_3_001",2016-05-01,0,0.505183810029854,sample[5000]
"FOODS_3_001",2016-05-02,0,0.266229686249341,sample[5000]
"FOODS_3_001",2016-05-03,0,0.378411737531461,sample[5000]
"FOODS_3_001",2016-05-04,0,0.227587474398688,sample[5000]
"FOODS_3_001",2016-05-05,1,0.228047167628928,sample[5000]
"FOODS_3_001",2016-05-06,0,0.272803855735561,sample[5000]
"FOODS_3_001",2016-05-07,1,0.268845928613833,sample[5000]
"FOODS_3_001",2016-05-08,1,0.261612523652338,sample[5000]
"FOODS_3_001",2016-05-09,0,0.251095524196245,sample[5000]
"FOODS_3_001",2016-05-10,0,0.288024798620405,sample[5000]
"FOODS_3_001",2016-05-11,0,0.22555767760337,sample[5000]
"FOODS_3_001",2016-05-12,4,0.243204928567518,sample[5000]
"FOODS_3_001",2016-05-13,1,0.251111298388133,sample[5000]
"FOODS_3_001",2016-05-14,0,0.234503017244788,sample[5000]
"FOODS_3_001",2016-05-15,0,0.262589187654966,sample[5000]
"FOODS_3_001",2016-05-16,0,0.218335464485965,sample[5000]
"FOODS_3_001",2016-05-17,0,0.263638670510933,sample[5000]
"FOODS_3_001",2016-05-18,0,0.222339872199645,sample[5000]
"FOODS_3_001",2016-05-19,0,0.224381568175684,sample[5000]
"FOODS_3_001",2016-05-20,0,0.216584246765288,sample[5000]
"FOODS_3_001",2016-05-21,1,0.225621664830327,sample[5000]
"FOODS_3_001",2016-05-22,0,0.232834963157675,sample[5000]
"FOODS_3_002",2016-04-25,0,0.82406802201571,sample[5000]
"FOODS_3_002",2016-04-26,0,0.791793421756603,sample[5000]
"FOODS_3_002",2016-04-27,0,0.848874316832647,sample[5000]
"FOODS_3_002",2016-04-28,0,0.790515071330663,sample[5000]
"FOODS_3_002",2016-04-29,0,0.828315439803614,sample[5000]
"FOODS_3_002",2016-04-30,0,1.80390895495231,sample[5000]
"FOODS_3_002",2016-05-01,0,2.04236382638186,sample[5000]
"FOODS_3_002",2016-05-02,0,1.02883767543381,sample[5000]
"FOODS_3_002",2016-05-03,0,1.07518185704364,sample[5000]
"FOODS_3_002",2016-05-04,2,1.02260233320724,sample[5000]
"FOODS_3_002",2016-05-05,1,0.893410198139016,sample[5000]
"FOODS_3_002",2016-05-06,2,1.0766991075764,sample[5000]
"FOODS_3_002",2016-05-07,3,1.14253045488478,sample[5000]
"FOODS_3_002",2016-05-08,1,1.01878847369054,sample[5000]
"FOODS_3_002",2016-05-09,4,1.19795084083198,sample[5000]
"FOODS_3_002",2016-05-10,0,0.99845556057149,sample[5000]
"FOODS_3_002",2016-05-11,1,1.12293926924449,sample[5000]
"FOODS_3_002",2016-05-12,4,0.996873600966059,sample[5000]
"FOODS_3_002",2016-05-13,2,0.953487941352686,sample[5000]
